0.073525	0.000000	-0.000050
0.073525	0.001698	-0.000050
0.073525	0.003397	-0.000050
0.073525	0.005095	-0.000050
0.073525	0.006793	-0.000050
0.073525	0.008491	-0.000050
0.073525	0.010190	-0.000050
0.073525	0.011888	-0.000050
0.073525	0.013586	-0.000050
0.073525	0.015285	-0.000050
0.073525	0.016983	-0.000050
0.073525	0.018681	-0.000050
0.073525	0.020379	-0.000050
0.073525	0.022078	-0.000050
0.073525	0.023776	-0.000050
0.073525	0.025474	-0.000050
0.073525	0.027173	-0.000050
0.073525	0.028871	-0.000050
0.073525	0.030569	-0.000050
0.073525	0.032267	-0.000050
0.073525	0.033966	-0.000050
0.073525	0.035664	-0.000050
0.073525	0.037362	-0.000050
0.073525	0.039061	-0.000050
0.073525	0.040759	-0.000050
0.073525	0.042457	-0.000050
0.073525	0.044155	-0.000050
0.073525	0.045854	-0.000050
0.073525	0.047552	-0.000100
0.073525	0.049250	-0.000100
0.073525	0.050949	-0.000100
0.073525	0.052647	-0.000100
0.073525	0.054345	-0.000100
0.073525	0.056043	-0.000150
0.073525	0.057742	-0.000150
0.073525	0.059440	-0.000150
0.073525	0.061138	-0.000200
0.073525	0.062837	-0.000200
0.073525	0.064535	-0.000250
0.073525	0.066233	-0.000250
0.073525	0.067931	-0.000300
0.073525	0.069630	-0.000350
0.073525	0.071328	-0.000400
0.073525	0.073026	-0.000450
0.073525	0.074725	-0.000550
0.073525	0.076423	-0.000650
0.073525	0.078121	-0.000800
0.073525	0.079819	-0.001000
0.073525	0.081518	-0.001250
0.073525	0.083216	-0.001650
0.073525	0.084914	-0.001800
0.073525	0.086613	-0.001800
0.073525	0.088311	-0.001800
0.073525	0.090009	-0.001800
0.073525	0.091707	-0.001800
0.073525	0.093406	-0.001800
0.073525	0.095104	-0.001800
0.073525	0.096802	-0.001800
0.073525	0.098501	-0.001800
0.073525	0.100199	-0.001800
0.073525	0.101897	-0.001800
0.073525	0.103595	-0.001800
0.073525	0.105294	-0.001800
0.073525	0.106992	-0.001800
0.073525	0.108690	-0.001800
0.073525	0.110389	-0.001800
0.073525	0.112087	-0.001800
0.073525	0.113785	-0.001800
0.073525	0.115483	-0.001800
0.073525	0.117182	-0.001800
0.073525	0.118880	-0.001800
0.073525	0.120578	-0.001800
0.073525	0.122277	-0.001800
0.073525	0.123975	-0.001800
0.073525	0.125673	-0.001800
0.073525	0.127371	-0.001800
0.073525	0.129070	-0.001800
0.073525	0.130768	-0.001800
0.073525	0.132466	-0.001800
0.073525	0.134165	-0.001800
0.073525	0.135863	-0.001800
0.073525	0.137561	-0.001800
0.073525	0.139259	-0.001800
0.073525	0.140958	-0.001800
0.073525	0.142656	-0.001800
0.073525	0.144354	-0.001800
0.073525	0.146052	-0.001800
0.073525	0.147751	-0.001800
0.073525	0.149449	-0.001800
0.073525	0.151147	-0.001800
0.073525	0.152846	-0.001800
0.073525	0.154544	-0.001800
0.073525	0.156242	-0.001800
0.073525	0.157940	-0.001800
0.073525	0.159639	-0.001800
0.073525	0.161337	-0.001800
0.073525	0.163035	-0.001800
0.073525	0.164734	-0.001800
0.073525	0.166432	-0.001800
0.073525	0.168130	-0.001800
0.073525	0.169828	-0.001800
0.073525	0.171527	-0.001800
0.073525	0.173225	-0.001800
0.073525	0.174923	-0.001800
0.073525	0.176622	-0.001800
0.073525	0.178320	-0.001800
0.073525	0.180018	-0.001800
0.073525	0.181716	-0.001800
0.073525	0.183415	-0.001800
0.073525	0.185113	-0.001800
0.073525	0.186811	-0.001800
0.073525	0.188510	-0.001800
0.073525	0.190208	-0.001800
0.073525	0.191906	-0.001800
0.073525	0.193604	-0.001800
0.073525	0.195303	-0.001800
0.073525	0.197001	-0.001800
0.073525	0.198699	-0.001800
0.073525	0.200398	-0.001800
0.073525	0.202096	-0.001800
0.073525	0.203794	-0.001800
0.073525	0.205492	-0.001800
0.073525	0.207191	-0.001800
0.073525	0.208889	-0.001800
0.073525	0.210587	-0.001800
0.073505	0.212599	-0.001800
0.073443	0.214610	-0.001800
0.073341	0.216622	-0.001750
0.073197	0.218634	-0.001750
0.073012	0.220645	-0.001750
0.072786	0.222657	-0.001750
0.072518	0.224668	-0.001750
0.072208	0.226680	-0.001750
0.071855	0.228692	-0.001700
0.071459	0.230703	-0.001700
0.071019	0.232715	-0.001700
0.070535	0.234726	-0.001650
0.070007	0.236738	-0.001650
0.069432	0.238749	-0.001650
0.068812	0.240761	-0.001600
0.068144	0.242773	-0.001600
0.067428	0.244784	-0.001550
0.066662	0.246796	-0.001550
0.065845	0.248807	-0.001500
0.064976	0.250819	-0.001500
0.064054	0.252830	-0.001450
0.063076	0.254842	-0.001400
0.062041	0.256854	-0.001400
0.060947	0.258865	-0.001350
0.059792	0.260877	-0.001300
0.058572	0.262888	-0.001250
0.057285	0.264900	-0.000550
0.055929	0.266911	-0.000150
0.054522	0.268923	-0.000050
0.053113	0.270935	-0.000050
0.051705	0.272946	-0.000050
0.050296	0.274958	-0.000050
0.048888	0.276969	-0.000050
0.047487	0.278981	-0.000050
0.046185	0.280993	-0.000050
0.045000	0.283004	-0.000050
0.043924	0.285016	-0.000050
0.042951	0.287027	-0.000050
0.042074	0.289039	-0.000050
0.041288	0.291050	-0.000050
0.040590	0.293062	-0.000050
0.039976	0.295074	-0.000050
0.039444	0.297085	-0.000050
0.038990	0.299097	-0.000050
0.038613	0.301108	-0.000050
0.038312	0.303120	-0.000050
0.038084	0.305131	-0.000050
0.037930	0.307143	-0.000050
0.037849	0.309155	-0.000050
0.037835	0.310412	-0.000050
0.037846	0.311166	-0.000050
0.037982	0.313178	-0.000050
0.038275	0.315189	-0.000050
0.038732	0.317201	-0.000050
0.039361	0.319213	-0.000050
0.040159	0.321224	-0.000050
0.040981	0.323236	-0.000050
0.041791	0.325247	-0.000050
0.042590	0.327259	-0.000050
0.043377	0.329270	-0.000050
0.044154	0.331282	-0.000050
0.044921	0.333294	-0.000100
0.045678	0.335305	-0.000300
0.046426	0.337317	-0.000950
0.047165	0.339328	-0.001000
0.047895	0.341340	-0.001000
0.048616	0.343351	-0.001000
0.049330	0.345363	-0.001050
0.050035	0.347375	-0.001050
0.050733	0.349386	-0.001100
0.051424	0.351398	-0.001100
0.052107	0.353409	-0.001150
0.052784	0.355421	-0.001150
0.053454	0.357432	-0.001200
0.054117	0.359444	-0.001200
0.054774	0.361456	-0.001200
