5.244252982071502533e-02,0.000000000000000000e+00
5.244252982071502533e-02,1.236751031494994022e-03
5.244252982071502533e-02,2.473502062989988044e-03
5.244252982071502533e-02,3.710253094484982066e-03
5.244252982071502533e-02,4.947004125979976089e-03
5.244252982071502533e-02,6.183755157474969677e-03
5.244252982071502533e-02,7.420506188969964133e-03
5.244252982071502533e-02,8.657257220464958589e-03
5.244252982071502533e-02,9.894008251959952177e-03
5.244252982071502533e-02,1.113075928345494577e-02
5.244252982071502533e-02,1.236751031494993935e-02
5.244252982071502533e-02,1.360426134644493468e-02
5.244252982071502533e-02,1.484101237793992827e-02
5.244252982071502533e-02,1.607776340943492185e-02
5.244252982071502533e-02,1.731451444092991718e-02
5.244252982071502533e-02,1.855126547242490903e-02
5.244252982071502533e-02,1.978801650391990435e-02
5.244252982071502533e-02,2.102476753541489968e-02
5.244252982071502533e-02,2.226151856690989153e-02
5.244252982071502533e-02,2.349826959840488685e-02
5.244252982071502533e-02,2.473502062989987871e-02
5.244252982071502533e-02,2.597177166139487403e-02
5.244252982071502533e-02,2.720852269288986935e-02
5.244252982071502533e-02,2.844527372438486121e-02
5.244252982071502533e-02,2.968202475587985653e-02
5.244252982071502533e-02,3.091877578737485185e-02
5.244252982071502533e-02,3.215552681886984371e-02
5.244252982071502533e-02,3.339227785036483903e-02
5.244252982071502533e-02,3.462902888185983435e-02
5.244252982071502533e-02,3.586577991335482968e-02
5.244252982071502533e-02,3.710253094484981806e-02
5.244252982071502533e-02,3.833928197634481339e-02
5.244252982071502533e-02,3.957603300783980871e-02
5.244252982071502533e-02,4.081278403933480403e-02
5.244252982071502533e-02,4.204953507082979935e-02
5.244252982071502533e-02,4.328628610232478774e-02
5.244252982071502533e-02,4.452303713381978306e-02
5.244252982071502533e-02,4.575978816531477839e-02
5.244252982071502533e-02,4.699653919680977371e-02
5.244252982071502533e-02,4.823329022830476903e-02
5.244252982071502533e-02,4.947004125979975742e-02
5.244252982071502533e-02,5.070679229129475274e-02
5.244252982071502533e-02,5.194354332278974806e-02
5.244252982071502533e-02,5.318029435428474339e-02
5.244252982071502533e-02,5.441704538577973871e-02
5.244252982071502533e-02,5.565379641727473403e-02
5.244252982071502533e-02,5.689054744876972242e-02
5.244252982071502533e-02,5.812729848026471774e-02
5.244252982071502533e-02,5.936404951175971306e-02
5.244252982071502533e-02,6.060080054325470839e-02
5.244252982071502533e-02,6.183755157474970371e-02
5.244252982071502533e-02,6.307430260624469209e-02
5.244252982071502533e-02,6.431105363773968742e-02
5.244252982071502533e-02,6.554780466923468274e-02
5.244252982071502533e-02,6.678455570072967806e-02
5.244252982071502533e-02,6.802130673222467339e-02
5.244252982071502533e-02,6.925805776371966871e-02
5.244252982071502533e-02,7.049480879521466403e-02
5.244252982071502533e-02,7.173155982670965936e-02
5.244252982071502533e-02,7.296831085820464080e-02
5.244252982071502533e-02,7.420506188969963612e-02
5.244252982071502533e-02,7.544181292119463145e-02
5.244252982071502533e-02,7.667856395268962677e-02
5.244252982071502533e-02,7.791531498418462209e-02
5.244252982071502533e-02,7.915206601567961742e-02
5.244252982071502533e-02,8.038881704717461274e-02
5.244252982071502533e-02,8.162556807866960806e-02
5.244252982071502533e-02,8.286231911016460339e-02
5.244252982071502533e-02,8.409907014165959871e-02
5.244252982071502533e-02,8.533582117315459403e-02
5.244252982071502533e-02,8.657257220464957548e-02
5.244252982071502533e-02,8.780932323614457080e-02
5.244252982071502533e-02,8.904607426763956612e-02
