1.071503579563073544e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.723699999999999832e+01,3.231929999999999836e+03,1.331099999999999950e+00,-8.744700000000000273e+02,-2.169389999999999873e+03,2.075199999999999889e+01,4.334900000000000198e+00,1.160199999999999898e+00,1.225700000000000045e+03,9.820299999999999585e-01,1.086480000000000068e+01,3.917999999999999816e-01,2.129500000000000171e+00,3.514800000000000146e+00,5.949999999999999734e-01
1.071503579563073544e-01,1.888758136845118283e-03,1.000304040404040418e+00,3.750000000000000000e+00,1.626262626262626240e-03,1.122222222222222371e-03,6.818989898989899245e+01,1.990909090909090962e+00,1.723191919191918942e+01,3.231858989898989876e+03,1.330738383838383720e+00,-8.746662626262626645e+02,-2.169555555555555657e+03,2.075203030303030260e+01,4.334843434343434332e+00,1.160199999999999898e+00,1.225685858585858568e+03,9.820144444444444121e-01,1.086455252525252568e+01,3.917979797979797563e-01,2.129494949494949552e+00,3.514729292929293258e+00,5.950010101010100305e-01
1.071503579563073544e-01,3.777516273690236567e-03,1.000608080808080835e+00,3.750000000000000000e+00,3.252525252525252479e-03,2.244444444444444742e-03,1.363797979797979849e+02,3.981818181818181923e+00,1.722683838383838051e+01,3.231787979797979460e+03,1.330376767676767713e+00,-8.748625252525253018e+02,-2.169721111111110986e+03,2.075206060606060632e+01,4.334786868686868466e+00,1.160199999999999898e+00,1.225671717171717319e+03,9.819988888888888656e-01,1.086430505050505069e+01,3.917959595959595864e-01,2.129489898989899377e+00,3.514658585858585926e+00,5.950020202020201987e-01
1.071503579563073544e-01,5.666274410535354633e-03,1.000912121212121253e+00,3.750000000000000000e+00,4.878787878787878285e-03,3.366666666666667113e-03,2.045696969696969632e+02,5.972727272727272663e+00,1.722175757575757515e+01,3.231716969696969500e+03,1.330015151515151484e+00,-8.750587878787879390e+02,-2.169886666666666770e+03,2.075209090909090648e+01,4.334730303030303489e+00,1.160199999999999898e+00,1.225657575757575842e+03,9.819833333333333192e-01,1.086405757575757569e+01,3.917939393939393611e-01,2.129484848484848758e+00,3.514587878787879038e+00,5.950030303030302559e-01
1.071503579563073544e-01,7.555032547380473133e-03,1.001216161616161671e+00,3.750000000000000000e+00,6.505050505050504958e-03,4.488888888888889483e-03,2.727595959595959698e+02,7.963636363636363846e+00,1.721667676767676625e+01,3.231645959595959539e+03,1.329653535353535254e+00,-8.752550505050505762e+02,-2.170052222222222099e+03,2.075212121212121019e+01,4.334673737373737623e+00,1.160199999999999898e+00,1.225643434343434365e+03,9.819677777777777727e-01,1.086381010101010247e+01,3.917919191919191912e-01,2.129479797979798139e+00,3.514517171717171706e+00,5.950040404040404241e-01
1.071503579563073544e-01,9.443790684225591633e-03,1.001520202020202088e+00,3.750000000000000000e+00,8.131313131313131631e-03,5.611111111111111854e-03,3.409494949494949765e+02,9.954545454545455030e+00,1.721159595959595734e+01,3.231574949494949124e+03,1.329291919191919247e+00,-8.754513131313130998e+02,-2.170217777777777883e+03,2.075215151515151391e+01,4.334617171717171757e+00,1.160199999999999898e+00,1.225629292929292887e+03,9.819522222222222263e-01,1.086356262626262748e+01,3.917898989898989659e-01,2.129474747474747520e+00,3.514446464646464818e+00,5.950050505050504812e-01
1.071503579563073544e-01,1.133254882107070927e-02,1.001824242424242506e+00,3.750000000000000000e+00,9.757575757575756570e-03,6.733333333333334225e-03,4.091393939393939263e+02,1.194545454545454533e+01,1.720651515151514843e+01,3.231503939393939163e+03,1.328930303030303017e+00,-8.756475757575757370e+02,-2.170383333333333212e+03,2.075218181818181762e+01,4.334560606060605892e+00,1.160199999999999898e+00,1.225615151515151638e+03,9.819366666666666799e-01,1.086331515151515248e+01,3.917878787878787961e-01,2.129469696969697345e+00,3.514375757575757930e+00,5.950060606060605384e-01
1.071503579563073544e-01,1.322130695791582863e-02,1.002128282828282924e+00,3.750000000000000000e+00,1.138383838383838324e-02,7.855555555555556596e-03,4.773292929292929330e+02,1.393636363636363740e+01,1.720143434343434308e+01,3.231432929292929202e+03,1.328568686868686788e+00,-8.758438383838383743e+02,-2.170548888888888996e+03,2.075221212121212133e+01,4.334504040404040914e+00,1.160199999999999898e+00,1.225601010101010161e+03,9.819211111111110224e-01,1.086306767676767748e+01,3.917858585858585707e-01,2.129464646464646727e+00,3.514305050505050598e+00,5.950070707070707066e-01
1.071503579563073544e-01,1.511006509476094627e-02,1.002432323232323341e+00,3.750000000000000000e+00,1.301010101010100992e-02,8.977777777777778967e-03,5.455191919191919396e+02,1.592727272727272769e+01,1.719635353535353417e+01,3.231361919191919242e+03,1.328207070707070558e+00,-8.760401010101010115e+02,-2.170714444444444325e+03,2.075224242424242149e+01,4.334447474747475049e+00,1.160199999999999898e+00,1.225586868686868684e+03,9.819055555555554760e-01,1.086282020202020249e+01,3.917838383838383454e-01,2.129459595959596108e+00,3.514234343434343710e+00,5.950080808080807637e-01
1.071503579563073544e-01,1.699882323160606390e-02,1.002736363636363537e+00,3.750000000000000000e+00,1.463636363636363659e-02,1.010000000000000134e-02,6.137090909090909463e+02,1.791818181818181799e+01,1.719127272727272526e+01,3.231290909090908826e+03,1.327845454545454551e+00,-8.762363636363636488e+02,-2.170880000000000109e+03,2.075227272727272521e+01,4.334390909090909183e+00,1.160199999999999898e+00,1.225572727272727207e+03,9.818899999999999295e-01,1.086257272727272749e+01,3.917818181818181755e-01,2.129454545454545489e+00,3.514163636363636378e+00,5.950090909090909319e-01
